"UNITID_P","INSTNM","BRANCH","Address","City","State","Zip","sector_cd","sector_desc","men_total","women_total","total","MURD5","NEG_M5","FORCIB5","NONFOR5","ROBBE5","AGG_A5","BURGLA5","VEHIC5","ARSON5","MURD6","NEG_M6","FORCIB6","NONFOR6","ROBBE6","AGG_A6","BURGLA6","VEHIC6","ARSON6","MURD7","NEG_M7","FORCIB7","NONFOR7","ROBBE7","AGG_A7","BURGLA7","VEHIC7","ARSON7","FILTER05","FILTER06","FILTER07"
10263202,"University of Alaska Southeast","University of Alaska Southeast - Ketchikan","2600 7th Ave","Ketchikan","AK",99901,1,"Public, 4-year or above",1018,1934,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
10263203,"University of Alaska Southeast","University of Alaska Southeast - Sitka","1332 Seward St","Sitka","AK",99835,1,"Public, 4-year or above",1018,1934,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
10266901,"Alaska Pacific University","Main Campus","4101 UNIVERSITY DR","ANCHORAGE","AK",99508,2,"Private nonprofit, 4-year or above",233,486,719,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1
10271101,"Alaska Vocational Technical Center","Residence Life Campus","516 3rd Avenue","SEWARD","AK",996640889,7,"Public, less-than 2-year",452,151,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
10284501,"Charter College","Main Campus","2221 E NORTHERN LIGHTS BLVD STE 120","ANCHORAGE","AK",99508,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
10336101,"Prince William Sound Community College","Main Campus","303 LOWE ST","VALDEZ","AK",99686,4,"Public, 2-year",445,464,909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10350101,"Career Academy","Main Campus","1415 E TUDOR ROAD","ANCHORAGE","AK",995071033,9,"Private for-profit, less-than 2-year",39,252,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10364401,"Everest College-Phoenix","Phoenix Campus","10400 North 25th Avenue, Suite 190","PHOENIX","AZ",85021,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,0,1,1,1
10372301,"Collins College","Collins College","1140 S PRIEST DR","TEMPE","AZ",852815206,3,"Private for-profit, 4-year or above",1345,355,1700,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10372302,"Collins College","Collins College Branch Campus","9630 North 25th Ave.","Phoenix","AZ",850212740,3,"Private for-profit, 4-year or above",1345,355,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10373201,"Artistic Beauty Colleges-Paradise Valley","Main Campus","12827 North Tatum Blvd.","Phoenix","AZ",85032,9,"Private for-profit, less-than 2-year",1,50,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10374101,"Artistic Beauty Colleges-Tucson","Main Campus","3030 E SPEEDWAY BLVD","TUCSON","AZ",85716,9,"Private for-profit, less-than 2-year",13,241,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10377801,"Thunderbird School of Global Management","MAIN CAMPUS","1 Global Place","GLENDALE","AZ",853066000,2,"Private nonprofit, 4-year or above",858,336,1194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10378701,"American Indian College of the Assemblies of God Inc","Main Campus","10020 N 15TH AVE","PHOENIX","AZ",85021,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10381101,"American Institute of Technology","Main Campus","440 S 54TH AVE","PHOENIX","AZ",850434729,9,"Private for-profit, less-than 2-year",439,51,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10389301,"Apollo College-Phoenix Inc","Main Campus","8503 N 27TH AVE","PHOENIX","AZ",850514063,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,0,1,1,1
10389302,"Apollo College-Phoenix Inc","APOLLO COLLEGE-TRI CITY INC","630 W SOUTHERN AVE","MESA","AZ",852105005,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10389303,"Apollo College-Phoenix Inc","APOLLO COLLEGE-TUCSON","3550 N ORACLE RD","TUCSON","AZ",857053591,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1
10389304,"Apollo College-Phoenix Inc","Westside Campus","2701 W BETHANY HOME RD","PHOENIX","AZ",850171705,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1
10389305,"Apollo College-Phoenix Inc","APOLLO COLLEGE-NEW MEXICO","1001 Menaul Blvd NE","ALBUQUERQUE","NM",871071642,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11,0,0,1,1,1
10389306,"Apollo College-Phoenix Inc","Las Vegas","5740 S. Eastern Avenue, Suite 140","Las Vegas","NV",89119,6,"Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,1
10394501,"College America","Main Campus","3012 East Route 66","Flagstaff","AZ",86004,6,"Private for-profit, 2-year",26,171,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10395401,"Arizona Academy of Beauty Inc","Main Campus","5631 E SPEEDWAY BLVD","TUCSON","AZ",85712,9,"Private for-profit, less-than 2-year",2,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10396301,"Arizona Automotive Institute","Arizona Automotive Institute","6829 N 46TH AVE","GLENDALE","AZ",853013579,6,"Private for-profit, 2-year",572,10,582,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
10409001,"International Institute of the Americas","Main Campus","6049 N 43RD AVE","PHOENIX","AZ",85019,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10415101,"Arizona State University at the Tempe Campus","Tempe Campus","735 E. Apache Blvd.","TEMPE","AZ",852871812,1,"Public, 4-year or above",NA,NA,NA,0,0,10,0,6,18,153,72,1,0,0,8,0,4,20,129,70,2,0,0,6,0,5,16,119,67,4,1,1,1
10416001,"Arizona Western College","Main Campus","2020 S. Avenue 8E","YUMA","AZ",85365,4,"Public, 2-year",2762,4191,6953,0,0,0,0,0,9,35,1,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,14,0,0,1,1,1
10416002,"Arizona Western College","Entrepreneurial Center","1351 S. Redondo Center Dr.","Yuma","AZ",85365,4,"Public, 2-year",2762,4191,6953,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10416003,"Arizona Western College","San Luis Learning Center","1340 N 8th Avenue","San Luis","AZ",85349,4,"Public, 2-year",2762,4191,6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10416004,"Arizona Western College","Somerton Center","1011 N. Somerton Ave.","Somerton","AZ",85350,4,"Public, 2-year",2762,4191,6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10416005,"Arizona Western College","Parker/La Paz County Center","601 W. 11th Street","Parker","AZ",85344,4,"Public, 2-year",2762,4191,6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10417901,"University of Arizona","Main Campus","1401 E UNIVERSITY","TUCSON","AZ",857210066,1,"Public, 4-year or above",17532,19685,37217,0,0,4,0,0,1,101,0,1,0,0,2,0,0,7,34,0,1,1,0,8,0,0,1,43,0,0,1,1,1
10418801,"The Art Center Design College-Tucson","Main Campus","2525 N COUNTRY CLUB RD","TUCSON","AZ",85716,3,"Private for-profit, 4-year or above",169,142,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
10429401,"Toni & Guy Hairdressing Academy","Main Campus","7201 E CAMELBACK STE 100","SCOTTSDALE","AZ",85251,9,"Private for-profit, less-than 2-year",27,274,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10429402,"Toni & Guy Hairdressing Academy","PHOENIX BRANCH","15210 S. 50TH STREET SUITE 150","PHOENIX","AZ",85044,9,"Private for-profit, less-than 2-year",27,274,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10434601,"Central Arizona College","Main Campus-Signal Peak","8470 N OVERFIELD RD","COOLIDGE","AZ",852289778,4,"Public, 2-year",2196,2755,4951,0,0,2,0,0,1,25,1,1,0,0,1,0,0,1,7,1,0,0,0,0,0,0,1,18,1,0,1,1,1
10434602,"Central Arizona College","ARAVAIPA CAMPUS","80440 EAST ARAVAIPA RD.","WINKELMAN","AZ",85292,4,"Public, 2-year",2196,2755,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10434603,"Central Arizona College","SUPERSTITION MOUNTAIN CAMPUS","273 OLD WEST HIGHWAY","APACHE JUNCTION","AZ",852195231,4,"Public, 2-year",2196,2755,4951,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
10434604,"Central Arizona College","FLORENCE CENTER (ASPC)","800 E. BUTTE, BLDG 100","FLORENCE","AZ",85232,4,"Public, 2-year",2196,2755,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10434605,"Central Arizona College","CASA GRANDE CENTER","1015 EAST FLORENCE BLVD.","CASA GRANDE","AZ",85222,4,"Public, 2-year",2196,2755,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10434606,"Central Arizona College","Coolidge Training & Assessment Center","168 S. Main Street","Coolidge","AZ",85228,4,"Public, 2-year",2196,2755,4951,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
10434607,"Central Arizona College","Johnson Ranch","29895 N. Desert Willow Blvd.","Queen Creek","AZ",85243,4,"Public, 2-year",2196,2755,4951,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
10434608,"Central Arizona College","Maricopa Center","20800 N. John Wayne Parkway, Ste.104","Maricopa","AZ",85239,4,"Public, 2-year",2196,2755,4951,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
10436401,"Brown Mackie College-Tucson","Main Campus","4585 E. Speedway Blvd #204","Tucson","AZ",85712,3,"Private for-profit, 4-year or above",105,195,300,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10439101,"Charles of Italy Beauty College","Main Campus","1987 MCCULLOCH BLVD, Suite 205","LAKE HAVASU CITY","AZ",86403,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10442501,"Cochise College","Main Campus","4190 W. Highway 80","Douglas","AZ",856079724,4,"Public, 2-year",1724,2409,4133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10443401,"Artistic Beauty Colleges-Flagstaff","Main Campus","1790 E RTE 66","FLAGSTAFF","AZ",86004,9,"Private for-profit, less-than 2-year",2,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10444301,"Artistic Beauty Colleges-Chandler","Main Campus","2978 N ALMA SCHOOL RD  STE 1-3","CHANDLER","AZ",85224,9,"Private for-profit, less-than 2-year",3,164,167,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10450401,"Cortiva Institute-Tucson","Main Campus","6390 E. Broadway","TUCSON","AZ",85710,9,"Private for-profit, less-than 2-year",32,119,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10452201,"DeVoe College of Beauty","DeVoe College of Beauty","750 BARTOW DR","SIERRA VISTA","AZ",856351832,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
10453101,"DeVry University-Arizona","Phoenix Campus","2149 W DUNLAP AVE","PHOENIX","AZ",850212995,3,"Private for-profit, 4-year or above",1085,523,1608,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10453102,"DeVry University-Arizona","Northeast Phoenix Center","18500 N. Allied Way","Phoenix","AZ",85054,3,"Private for-profit, 4-year or above",1085,523,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10453103,"DeVry University-Arizona","Mesa Center","1201 S. Alma School Road","Mesa","AZ",85210,3,"Private for-profit, 4-year or above",1085,523,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10456801,"Earls Academy of Beauty","Main Campus","2111 S ALMA SCHOOL RD STE 21","MESA","AZ",85210,9,"Private for-profit, less-than 2-year",13,242,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10456802,"Earls Academy of Beauty","Earl's Academy of Beauty (Phoenix)","1107 E. Bell Rd. #104","Phoenix","AZ",85022,9,"Private for-profit, less-than 2-year",13,242,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10457701,"Eastern Arizona College","Main Campus","615 N. Stadium Avenue","Thatcher","AZ",855520769,4,"Public, 2-year",2188,3126,5314,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,1,1,1
10458601,"Embry Riddle Aeronautical University-Prescott","Main Campus","3700 Willow Creek Road","PRESCOTT","AZ",863013720,2,"Private nonprofit, 4-year or above",60,60,120,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,1
10470801,"Glendale Community College","Main Campus","6000 W OLIVE AVE","GLENDALE","AZ",85302,4,"Public, 2-year",8171,10273,18444,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,2,0,12,0,1,1,1
10471701,"Grand Canyon University","Grand Canyon University","3300 W CAMELBACK RD","PHOENIX","AZ",85017,3,"Private for-profit, 4-year or above",3668,9747,13415,0,0,0,0,0,1,10,6,0,0,0,0,0,0,3,12,1,1,0,0,0,0,0,1,10,1,0,1,1,1
10480501,"Anthem College","High-Tech Institute - Phoenix","1515 E. INDIAN SCHOOL ROAD","PHOENIX","AZ",85014,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10491101,"International Academy of Hair Design","Main Campus","3350 N ARIZONA AVE STE 4","CHANDLER","AZ",852257198,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10491102,"International Academy of Hair Design","INTERNATIONAL ACADEMY OF BEAUTY","4812 S Mill Ave","Tempe","AZ",85282,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10498401,"Lamson College","Main Campus","875 W Elliot Road Suite 206","TEMPE","AZ",85284,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1,1
10511801,"Kaplan College","Main Campus","13610 N BLACK CYN HWY STE 104","PHOENIX","AZ",850294349,6,"Private for-profit, 2-year",75,352,427,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,1
10512701,"Maricopa Beauty College LLC","Main Campus","515 W WESTERN AVE","AVONDALE","AZ",85323,9,"Private for-profit, less-than 2-year",0,57,57,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10514501,"Gateway Community College","Main Campus","108 N. 40TH Street","Phoenix","AZ",85034,4,"Public, 2-year",3319,3555,6874,0,0,0,0,0,0,0,8,0,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,2,4,0,1,1,1
10515401,"Mesa Community College","Mesa Community College","1833 W SOUTHERN AVE","MESA","AZ",85202,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,8,0,1,1,1
10515402,"Mesa Community College","Red Mountain Campus","7110 E. McKellips Rd.","Mesa","AZ",85207,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10516301,"ITT Technical Institute-Tucson","Main Campus","1455 WEST RIVER RD","TUCSON","AZ",85704,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1
10517201,"ITT Technical Institute-Tempe","Main Campus","505 S. Wendler Drive","Tempe","AZ",85282,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
10520601,"Mohave Community College","Neal Campus - Kingman","1971 Jagerson Ave","Kingman","AZ",864091238,4,"Public, 2-year",1937,3942,5879,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10520602,"Mohave Community College","Lake Havasu City Campus","1977 West Acoma Blvd","Lake Havasu City","AZ",86403,4,"Public, 2-year",1937,3942,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10520603,"Mohave Community College","Henry Campus - Bullhead City","3400 Highway 95","Bullhead City","AZ",86442,4,"Public, 2-year",1937,3942,5879,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10520604,"Mohave Community College","North Mohave Campus","480 South Central","Colorado City","AZ",86021,4,"Public, 2-year",1937,3942,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10521501,"Universal Technical Institute-Motorcycle Mechanics","Motorcycle Mechanics Institute Division","2844 W DEER VALLEY RD","PHOENIX","AZ",85027,6,"Private for-profit, 2-year",2133,72,2205,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,1,1
10529701,"Dine College","Main Campus","Route 12, NHC Bldg. 1st Floor, Room 160","TSAILE","AZ",86556,4,"Public, 2-year",428,1229,1657,0,0,2,0,0,7,9,1,0,0,0,1,0,0,9,6,0,0,0,0,3,0,0,5,10,0,0,1,1,1
10529702,"Dine College","Shiprock","Box 580","Shiprock","NM",87420,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529703,"Dine College","Crownpoint","Box 57","Crownpoint","NM",87313,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529704,"Dine College","Window Rock","Box 1924","Window Rock","AZ",86515,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529705,"Dine College","Chinle","Box 1997","Chinle","AZ",86503,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529706,"Dine College","Kayenta","Box 1790","Kayenta","AZ",86033,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529707,"Dine College","Tuba City","Box 1716","Tuba City","AZ",86045,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10529708,"Dine College","Ganado","Box 387","Ganado","AZ",86505,4,"Public, 2-year",428,1229,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10533001,"Northern Arizona University","Main Campus","Knoles Drive, Babbit Administrative Ctr,","FLAGSTAFF","AZ",860114132,1,"Public, 4-year or above",7927,13420,21347,0,0,6,0,2,14,60,9,3,0,0,6,1,3,8,56,14,2,0,0,8,0,1,9,58,8,2,1,1,1
10534901,"Northland Pioneer College","Main Campus - Painted Desert - PDC","2251 N. Navajo Boulevard","HOLBROOK","AZ",86025,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,1
10534902,"Northland Pioneer College","Little Colorado Campus - LCC","1400 E. Third St.","Winslow","AZ",86025,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534903,"Northland Pioneer College","Silver Creek Campus - SCC","1610 S. Main St.","Snowflake","AZ",85937,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534904,"Northland Pioneer College","White Mountain Campus - WMC","1001 W. Duece of Clubs","Show Low","AZ",85901,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,1,1
10534905,"Northland Pioneer College","Heber Center","300 N. Mustang Drive","Heber","AZ",85928,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534906,"Northland Pioneer College","Hopi Center","First Mesa - P.O. Box 1210","Keams Canyon","AZ",86034,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534907,"Northland Pioneer College","Kayenta Center","Kayenta Challenge Center, Box 248","Kayenta","AZ",86023,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534908,"Northland Pioneer College","Springerville/Eagar Center","578 N. Main St.","Eagar","AZ",85925,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534909,"Northland Pioneer College","St. Johns Center","65 S. 3rd West","St. Johns","AZ",85936,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10534910,"Northland Pioneer College","Whiteriver Center","720 S. Chief","Whiteriver","AZ",85941,4,"Public, 2-year",1619,3067,4686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10536701,"Ottawa University-Phoenix","Arizona Main Campus","10020 N. 25th Avenue","PHOENIX","AZ",85021,2,"Private nonprofit, 4-year or above",364,1032,1396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1
10541901,"Artistic Beauty Colleges-NW Phoenix","Main Campus","2727 West Glendale Avenue #200","GLENDALE","AZ",85051,9,"Private for-profit, less-than 2-year",5,153,158,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10542801,"Phoenix College","Main Campus","1202 W THOMAS RD","PHOENIX","AZ",85013,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,24,14,0,0,0,0,0,1,0,25,17,0,0,0,0,0,0,1,18,8,0,1,1,1
10548201,"Cortiva Institute-School of Massage Therapy","Cortiva Institute-Scottsdale","8010 E McDowell Road #214","SCOTTSDALE","AZ",85257,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10548202,"Cortiva Institute-School of Massage Therapy","Phoenix/Metro Center Campus","8010 E McDowell Rd . Suite 214","Scottsdale","AZ",85257,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
10551601,"University of Phoenix-Phoenix-Hohokam Campus","Main Campus","4635 E. ELWOOD STREET","PHOENIX","AZ",850401958,3,"Private for-profit, 4-year or above",2169,3288,5457,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,1,1
