"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county"
910,NA,NA,176,168,NA,NA,176,NA,168,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR","Private for-profit, less-than 2-year","Rogies School of Beauty Culture-Santurce","San Juan",""
910,NA,NA,NA,1267,NA,NA,NA,NA,1267,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR",NA,"John Dewey College-University Division","San Juan",""
910,NA,NA,NA,375,NA,NA,NA,NA,375,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR",NA,"John Dewey College-Juana Diaz Branch","San Juan",""
910,NA,NA,NA,404,NA,NA,NA,NA,404,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR",NA,"John Dewey College?Fajardo Branch","San Juan",""
910,NA,NA,NA,329,NA,NA,NA,NA,329,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR",NA,"John Dewey College?Arroyo Branch","San Juan",""
910,NA,NA,NA,NA,NA,NA,NA,918,NA,918,918,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.4,-66.06,"PR",NA,"Dewey University-Hato Rey","San Juan",""
917,NA,NA,NA,323,NA,NA,NA,988,323,988,988,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.05,"PR",NA,"Escuela Hotelera de San Juan","San Juan","San Juan Municipio"
917,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.42,-66.05,"PR",NA,"Instituto de Banca y Comercio Inc","San Juan","San Juan Municipio"
918,NA,NA,1080,1236,NA,NA,1080,NA,1236,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.42,-66.07,"PR","Private nonprofit, 4-year or above","Atlantic College","San Juan","San Juan Municipio"
918,NA,NA,5921,5529,NA,NA,5921,4291,5529,4291,4291,0,0,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.07,"PR","Private nonprofit, 4-year or above","Universidad Politecnica de Puerto Rico","San Juan","San Juan Municipio"
918,NA,NA,NA,1785,NA,NA,NA,1430,1785,1430,1430,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.07,"PR",NA,"Colegio Universitario de San Juan","San Juan","San Juan Municipio"
918,3378,3378,NA,NA,3378,3811,NA,2800,NA,2800,2800,NA,NA,NA,NA,0,0,0,0,0,0,0,18.42,-66.07,"PR",NA,"Cambridge College","San Juan","San Juan Municipio"
918,NA,NA,NA,NA,NA,NA,NA,1548,NA,1548,1548,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.42,-66.07,"PR",NA,"Atlantic University College","San Juan","San Juan Municipio"
919,NA,NA,992,1026,NA,NA,992,NA,1026,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR","Private for-profit, 4-year or above","EDP College of Puerto Rico Inc","San Juan",""
920,NA,NA,137,210,NA,NA,137,NA,210,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.41,-66.09,"PR","Private for-profit, less-than 2-year","Cambridge Technical Institute","San Juan","San Juan Municipio"
924,NA,NA,741,745,NA,NA,741,717,745,717,717,0,0,0,0,NA,NA,NA,NA,0,0,0,18.4,-66.01,"PR","Public, 2-year","Instituto Tecnologico de Puerto Rico-Recinto de San Juan","San Juan","San Juan Municipio"
924,NA,NA,NA,369,NA,NA,NA,378,369,378,378,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.4,-66.01,"PR",NA,"Escuela Tecnica de Electricidad","San Juan","San Juan Municipio"
928,NA,NA,252,275,NA,NA,252,NA,275,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-66.06,"PR","Private nonprofit, 4-year or above","Colegio Pentecostal Mizpa","San Juan",""
928,NA,NA,NA,NA,NA,NA,NA,370,NA,370,370,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.4,-66.06,"PR",NA,"Universidad Pentecostal Mizpa","San Juan",""
929,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.4,-66.06,"PR",NA,"Instituto de Banca y Comercio Inc","San Juan","San Juan"
936,NA,NA,NA,NA,NA,NA,NA,132,NA,132,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.4,-66.07,"PR",NA,"Cambridge Technical Institute","San Juan","San Juan Municipio"
956,NA,NA,382,NA,NA,NA,382,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.32,-66.17,"PR","Private for-profit, less-than 2-year","Educational Technical College-Bayamon","Bayamon","Bayamón Municipio"
956,NA,NA,2757,NA,NA,NA,2757,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.32,-66.17,"PR","Private for-profit, 2-year","Caguas Institute of Mechanical Technology","Bayamon","Bayamón Municipio"
956,NA,NA,NA,3554,NA,NA,NA,NA,3554,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.32,-66.17,"PR",NA,"Mech-Tech College LLC","Bayamon","Bayamón Municipio"
956,NA,NA,NA,NA,NA,NA,NA,2975,NA,2975,2975,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.32,-66.17,"PR",NA,"Mech-Tech College","Bayamon","Bayamón Municipio"
957,NA,NA,5202,5245,NA,NA,5202,4630,5245,4630,4630,0,0,0,0,NA,NA,NA,NA,0,0,0,18.37,-66.19,"PR","Private nonprofit, 4-year or above","Inter American University of Puerto Rico-Bayamon","Bayamon","Bayamón Municipio"
957,NA,NA,524,641,NA,NA,524,NA,641,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.37,-66.19,"PR","Private for-profit, less-than 2-year","Automeca Technical College","Bayamon","Bayamón Municipio"
957,NA,NA,NA,NA,NA,NA,NA,444,NA,444,444,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.37,-66.19,"PR",NA,"Automeca Technical College-Bayamon","Bayamon","Bayamón Municipio"
959,NA,NA,NA,220,NA,NA,NA,244,220,244,244,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.39,-66.15,"PR",NA,"Professional Technical Institution Inc","Bayamon","Bayamón Municipio"
959,NA,NA,NA,NA,NA,NA,NA,89,NA,89,89,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.39,-66.15,"PR",NA,"Escuela De Troqueleria Y Herramentaje","Bayamon","Bayamón Municipio"
960,NA,NA,578,727,NA,NA,578,719,727,719,719,0,0,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.15,"PR","Private for-profit, less-than 2-year","American Educational College","Bayamon","Bayamón Municipio"
960,NA,NA,223,245,NA,NA,223,284,245,284,284,0,0,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.15,"PR","Private for-profit, 2-year","Nova College de Puerto Rico","Bayamon","Bayamón Municipio"
960,NA,NA,367,NA,NA,NA,367,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.42,-66.15,"PR","Private for-profit, 2-year","Colegio de Cinematografia Artes y Television","Bayamon","Bayamón Municipio"
960,NA,NA,NA,12622,NA,NA,NA,13919,12622,13919,13919,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.42,-66.15,"PR",NA,"Universidad Metropolitana","Bayamon","Bayamón Municipio"
960,NA,NA,NA,527,NA,NA,NA,NA,527,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.42,-66.15,"PR",NA,"Colegio de Cinematografia, Artes y Television","Bayamon","Bayamón Municipio"
960,NA,NA,NA,178,NA,NA,NA,NA,178,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.42,-66.15,"PR",NA,"Carib Technological Institute","Bayamon","Bayamón Municipio"
960,NA,NA,NA,NA,NA,NA,NA,1914,NA,1914,1914,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,18.42,-66.15,"PR",NA,"Caribbean University-Bayamon","Bayamon","Bayamón Municipio"
960,NA,NA,NA,NA,NA,NA,NA,1049,NA,1049,1049,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.42,-66.15,"PR",NA,"Colegio de Cinematografía Artes y Television","Bayamon","Bayamón Municipio"
961,NA,NA,189,259,NA,NA,189,NA,259,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.41,-66.17,"PR","Private for-profit, less-than 2-year","Modern Hairstyling Institute","Bayamon","Bayamón Municipio"
961,NA,NA,72,114,NA,NA,72,NA,114,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.41,-66.17,"PR","Private for-profit, less-than 2-year","Quality Technical and Beauty College","Bayamon","Bayamón Municipio"
961,NA,NA,70,170,NA,NA,70,NA,170,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.41,-66.17,"PR","Private for-profit, less-than 2-year","Advanced Tech College","Bayamon","Bayamón Municipio"
961,NA,NA,NA,160,NA,NA,NA,263,160,263,263,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.41,-66.17,"PR",NA,"Bayamon Community College","Bayamon","Bayamón Municipio"
961,NA,NA,NA,112,NA,NA,NA,212,112,212,212,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.41,-66.17,"PR",NA,"Leston College","Bayamon","Bayamón Municipio"
961,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.41,-66.17,"PR",NA,"Instituto de Banca y Comercio Inc","Bayamon","Bayamón Municipio"
961,NA,NA,NA,NA,NA,NA,NA,227,NA,227,227,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.41,-66.17,"PR",NA,"Modern Hairstyling Institute-Bayamon","Bayamon","Bayamón Municipio"
961,NA,NA,NA,NA,NA,NA,NA,522,NA,522,522,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.41,-66.17,"PR",NA,"Centro de Estudios Multidisciplinarios-Bayamon","Bayamon","Bayamón Municipio"
979,NA,NA,754,602,NA,NA,754,NA,602,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.44,-66.03,"PR","Private nonprofit, 4-year or above","Caribbean University-Carolina","Carolina","Carolina Municipio"
985,NA,NA,199,195,NA,NA,199,NA,195,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.41,-65.95,"PR","Private for-profit, less-than 2-year","Modern Hairstyling Institute","Carolina","Carolina Municipio"
985,NA,NA,NA,NA,NA,NA,NA,559,NA,559,559,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.41,-65.95,"PR",NA,"Caribbean University-Carolina","Carolina","Carolina Municipio"
985,NA,NA,NA,NA,NA,NA,NA,152,NA,152,152,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.41,-65.95,"PR",NA,"Modern Hairstyling Institute-Carolina","Carolina","Carolina Municipio"
986,NA,NA,54,60,NA,NA,54,NA,60,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-65.98,"PR","not Dertermined yet","Carlos F Daniels Area Vocational School","Carolina","Carolina"
986,NA,NA,NA,1180,NA,NA,NA,NA,1180,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.4,-65.98,"PR",NA,"John Dewey College-Carolina Campus","Carolina","Carolina"
987,NA,NA,NA,NA,NA,NA,NA,430,NA,430,430,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.34,-65.94,"PR",NA,"Dewey University-Carolina","Carolina","Carolina Municipio"
1003,28236,28236,25873,27016,28236,28084,25873,NA,27016,NA,NA,13,12,9,11,6,12,13,15,NA,NA,NA,42.39,-72.52,"MA","Public, 4-year or above","University of Massachusetts Amherst","Amherst","Hampshire County"
1003,NA,NA,NA,NA,NA,NA,NA,29269,NA,29269,29269,NA,NA,NA,NA,NA,NA,NA,NA,10,10,22,42.39,-72.52,"MA",NA,"University of Massachusetts-Amherst","Amherst","Hampshire County"
1007,7319,7319,7582,7733,7319,7539,7582,7632,7733,7632,7632,0,0,0,0,0,0,0,0,0,0,0,42.27,-72.4,"MA","Private nonprofit, 4-year or above","Pepperdine University","Belchertown","Hampshire County"
1013,NA,NA,1258,1260,NA,1469,1258,NA,1260,NA,NA,0,3,0,0,1,NA,NA,NA,NA,NA,NA,42.15,-72.6,"MA","Private nonprofit, 4-year or above","College of Our Lady of the Elms","Chicopee","Hampden County"
1022,NA,NA,NA,2845,NA,NA,NA,NA,2845,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.2,-72.54,"MA",NA,"Porter and Chester Institute","Chicopee","Hampden County"
1022,2584,2584,NA,NA,2584,2645,NA,1961,NA,1961,1961,NA,NA,NA,NA,0,0,0,0,0,0,0,42.2,-72.54,"MA",NA,"Porter and Chester Institute of Stratford","Chicopee","Hampden County"
1040,7164,7164,6461,7473,7164,7144,6461,6285,7473,6285,6285,0,0,0,0,0,0,0,1,0,1,0,42.21,-72.64,"MA","Public, 2-year","Holyoke Community College","Holyoke","Hampden County"
1040,2258,2258,NA,2437,2258,2280,NA,NA,2437,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,42.21,-72.64,"MA",NA,"Franklin Pierce University","Holyoke","Hampden County"
1056,NA,NA,88,182,NA,NA,88,NA,182,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.16,-72.48,"MA","Private for-profit, less-than 2-year","Jolie Hair and Beauty Academy","Ludlow","Hampden County"
1056,NA,NA,NA,NA,NA,NA,NA,85,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.16,-72.48,"MA",NA,"Jolie Hair and Beauty Academy-Ludlow","Ludlow","Hampden County"
1063,3212,3212,3065,3121,3212,3162,3065,2874,3121,2874,2874,0,2,2,1,4,6,3,3,5,3,4,42.32,-72.64,"MA","Private nonprofit, 4-year or above","Smith College","Northampton","Hampshire County"
1075,2347,2347,2204,2304,2347,2362,2204,2215,2304,2215,2215,3,8,6,0,3,3,1,1,2,2,2,42.26,-72.56,"MA","Private nonprofit, 4-year or above","Mount Holyoke College","South Hadley","Hampshire County"
1089,50,50,NA,108,50,92,NA,NA,108,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,42.12,-72.65,"MA",NA,"Kay Harvey Academy of Hair Design","West Springfield","Hampden County"
1089,NA,NA,NA,15,NA,NA,NA,25,15,25,25,NA,NA,0,0,NA,NA,NA,NA,0,0,0,42.12,-72.65,"MA",NA,"DiGrigoli School of Cosmetology","West Springfield","Hampden County"
1103,NA,NA,NA,39,NA,NA,NA,NA,39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.1,-72.59,"MA",NA,"Mansfield Beauty Schools","Springfield","Hampden County"
1103,29,29,NA,NA,29,29,NA,25,NA,25,25,NA,NA,NA,NA,0,0,0,0,0,0,0,42.1,-72.59,"MA",NA,"Mansfield Beauty Schools-Springfield","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,242,968,NA,NA,242,529,968,529,529,0,0,0,0,NA,NA,NA,NA,0,0,0,42.13,-72.57,"MA","Private for-profit, less-than 2-year","Branford Hall Career Institute-Springfield Campus","Springfield","Hampden County"
1104,NA,NA,NA,NA,NA,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,42.13,-72.57,"MA",NA,"Cambridge College","Springfield","Hampden County"
1106,2370,2370,NA,2034,2370,2191,NA,NA,2034,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,42.04,-72.57,"MA",NA,"Bay Path College","Longmeadow","Hampden County"
1106,NA,NA,NA,NA,NA,NA,NA,3107,NA,3107,3107,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.04,-72.57,"MA",NA,"Bay Path University","Longmeadow","Hampden County"
1109,3607,3607,NA,3414,3607,3428,NA,3539,3414,3539,3539,NA,NA,0,1,1,1,1,0,1,1,2,42.11,-72.53,"MA",NA,"American International College","Springfield","Hampden County"
1111,2337,2337,2544,2520,2337,2346,2544,2023,2520,2023,2023,0,0,0,0,0,0,0,0,0,0,0,42.11,-72.53,"MA","Private nonprofit, 4-year or above","Eckerd College","Springfield","Hampden County"
1115,3378,3378,NA,NA,3378,NA,NA,2800,NA,2800,2800,NA,NA,NA,NA,NA,0,0,0,0,0,0,42.11,-72.53,"MA",NA,"Cambridge College","Springfield","Hampden County"
1364,NA,NA,4147,NA,NA,NA,4147,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.59,-72.3,"MA","Public, 2-year","Mount Wachusett Community College","Orange","Franklin County"
1366,NA,NA,NA,NA,NA,NA,NA,29652,NA,29652,29652,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.48,-72.18,"MA",NA,"Harvard University","Petersham","Worcester County"
1420,NA,NA,35,27,NA,NA,35,37,27,37,37,0,0,0,0,NA,NA,NA,NA,0,0,0,42.58,-71.81,"MA","not Dertermined yet","Monty Tech","Fitchburg","Worcester County"
1420,4731,4731,NA,NA,4731,NA,NA,4074,NA,4074,4074,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42.58,-71.81,"MA",NA,"Mount Wachusett Community College","Fitchburg","Worcester County"
1434,4731,4731,4147,4761,4731,4755,4147,4074,4761,4074,4074,0,0,0,0,0,0,0,0,0,0,0,42.53,-71.61,"MA","Public, 2-year","Mount Wachusett Community College","Devens","Worcester County"
1453,4731,4731,4147,4761,4731,4755,4147,4074,4761,4074,4074,0,0,0,0,0,0,0,0,0,0,0,42.51,-71.77,"MA","Public, 2-year","Mount Wachusett Community College","Leominster","Worcester County"
1507,NA,NA,NA,NA,NA,NA,NA,23,NA,23,23,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.13,-71.96,"MA",NA,"Southern Worcester County Regional Voc School District","Charlton","Worcester County"
1536,10837,10837,9758,10252,10837,10777,9758,11137,10252,11137,11137,0,0,0,0,0,0,0,0,0,0,0,42.23,-71.69,"MA","Private nonprofit, 4-year or above","Tufts University","North Grafton","Worcester County"
1550,8991,8991,NA,NA,8991,NA,NA,8064,NA,8064,8064,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42.08,-72.03,"MA",NA,"Quinsigamond Community College","Southbridge","Worcester County"
1562,NA,NA,NA,30,NA,NA,NA,NA,30,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.24,-71.99,"MA",NA,"Central Mass School of Massage & Therapy Inc.","Spencer","Worcester County"
1566,2370,2370,NA,NA,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,42.09,-72.06,"MA",NA,"Bay Path College","Sturbridge","Worcester County"
1566,NA,NA,NA,NA,NA,NA,NA,3107,NA,3107,3107,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.09,-72.06,"MA",NA,"Bay Path University","Sturbridge","Worcester County"
1568,NA,NA,NA,NA,NA,NA,NA,48,NA,48,48,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.17,-71.61,"MA",NA,"Blackstone Valley Vocational Regional School District","Upton","Worcester County"
1581,NA,NA,NA,94,NA,NA,NA,95,94,95,95,NA,NA,0,0,NA,NA,NA,NA,0,0,0,42.26,-71.61,"MA",NA,"Spa Tech Institute-Westboro","Westborough","Worcester County"
1581,2584,2584,NA,NA,2584,2645,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,42.26,-71.61,"MA",NA,"Porter and Chester Institute of Stratford","Westborough","Worcester County"
1604,61,61,NA,82,61,68,NA,62,82,62,62,NA,NA,0,0,0,0,0,0,0,0,0,42.25,-71.77,"MA",NA,"Bancroft School of Massage Therapy","Worcester","Worcester County"
1606,NA,NA,301,NA,NA,NA,301,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.32,-71.8,"MA","Private for-profit, less-than 2-year","The Salter School-Worcester Campus","Worcester","Worcester County"
1606,822,822,NA,1279,822,813,NA,NA,1279,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,42.32,-71.8,"MA",NA,"Salter College-West Boylston","Worcester","Worcester County"
1606,NA,NA,NA,NA,NA,NA,NA,1961,NA,1961,1961,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.32,-71.8,"MA",NA,"Porter and Chester Institute of Stratford","Worcester","Worcester County"
1608,NA,NA,3618,8349,NA,NA,3618,NA,8349,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.26,-71.8,"MA","Public, 2-year","Quinsigamond Community College","Worcester","Worcester County"
1608,6010,6010,NA,4252,6010,5327,NA,NA,4252,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,42.26,-71.8,"MA",NA,"Massachusetts College of Pharmacy and Health Sciences","Worcester","Worcester County"
1608,NA,NA,NA,NA,NA,NA,NA,7074,NA,7074,7074,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.26,-71.8,"MA",NA,"MCPHS University","Worcester","Worcester County"
1609,NA,NA,4158,4961,NA,NA,4158,NA,4961,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.29,-71.83,"MA","Private nonprofit, 4-year or above","Worcester Polytechnic Institute","Worcester","Worcester County"
1609,NA,NA,204,272,NA,NA,204,NA,272,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.29,-71.83,"MA","Private for-profit, less-than 2-year","Rob Roy Academy","Worcester","Worcester County"
1609,NA,NA,NA,NA,NA,NA,NA,155,NA,155,155,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.29,-71.83,"MA",NA,"Rob Roy Academy-Worcester","Worcester","Worcester County"
1655,1160,1160,1013,1091,1160,1189,1013,1079,1091,1079,1079,0,0,0,0,0,0,0,1,0,0,1,42.26,-71.8,"MA","Public, 4-year or above","University of Massachusetts Medical School Worcester","Worcester","Worcester County"
1702,NA,NA,112,74,NA,NA,112,NA,74,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.28,-71.44,"MA","Private for-profit, less-than 2-year","Blaine the Beauty Career Schools-Framingham","Framingham","Middlesex County"
1702,5427,5427,NA,5456,5427,5276,NA,4859,5456,4859,4859,NA,NA,0,0,0,0,0,0,0,0,0,42.28,-71.44,"MA",NA,"Massachusetts Bay Community College","Framingham","Middlesex County"
1702,NA,NA,NA,NA,NA,NA,NA,93,NA,93,93,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.28,-71.44,"MA",NA,"Empire Beauty School-Framingham","Framingham","Middlesex County"
1721,5427,5427,NA,5456,5427,5276,NA,4859,5456,4859,4859,NA,NA,0,0,0,0,0,0,0,0,0,42.25,-71.46,"MA",NA,"Massachusetts Bay Community College","Ashland","Middlesex County"
1730,274,274,NA,178,274,249,NA,NA,178,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,42.48,-71.26,"MA",NA,"National Aviation Academy of New England","Bedford","Middlesex County"
1730,NA,NA,NA,NA,NA,NA,NA,29652,NA,29652,29652,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.48,-71.26,"MA",NA,"Harvard University","Bedford","Middlesex County"
1731,11765,11765,13259,12775,11765,11759,13259,11720,12775,11720,11720,0,0,0,0,0,0,0,0,0,0,0,42.46,-71.28,"MA","Private nonprofit, 4-year or above","Park University","Hanscom Afb","Middlesex County"
1731,NA,NA,19398,NA,NA,NA,19398,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.46,-71.28,"MA","Private nonprofit, 4-year or above","Webster University","Hanscom Afb","Middlesex County"
1742,NA,NA,NA,NA,NA,NA,NA,213,NA,213,213,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.45,-71.35,"MA",NA,"National Aviation Academy of New England","Concord","Middlesex County"
1752,45,45,NA,NA,45,46,NA,46,NA,46,46,NA,NA,NA,NA,0,0,0,0,0,0,0,42.34,-71.54,"MA",NA,"Assabet Valley Regional Technical School","Marlborough","Middlesex County"
1772,NA,NA,NA,NA,NA,NA,NA,29652,NA,29652,29652,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.3,-71.51,"MA",NA,"Harvard University","Southborough","Worcester County"
1801,186,186,245,174,186,204,245,187,174,187,187,0,0,0,0,0,0,0,0,0,0,0,42.48,-71.15,"MA","Private for-profit, less-than 2-year","Catherine Hinds Institute of Esthetics","Woburn","Middlesex County"
1801,NA,NA,435,NA,NA,NA,435,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.48,-71.15,"MA","Private for-profit, 2-year","ITT Technical Institute-Woburn","Woburn","Middlesex County"
1801,2584,2584,NA,NA,2584,NA,NA,1961,NA,1961,1961,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42.48,-71.15,"MA",NA,"Porter and Chester Institute of Stratford","Woburn","Middlesex County"
1801,NA,NA,NA,NA,NA,NA,NA,133,NA,133,133,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.48,-71.15,"MA",NA,"Millennium Training Institute","Woburn","Middlesex County"
1803,2370,2370,NA,NA,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,42.5,-71.2,"MA",NA,"Bay Path College","Burlington","Middlesex County"
1803,NA,NA,NA,NA,NA,NA,NA,3107,NA,3107,3107,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.5,-71.2,"MA",NA,"Bay Path University","Burlington","Middlesex County"
